event, date, match, matchType, matchNum, color, autoSwitchTime, autoScaleTime, autoScore, autoSwitchAtZero, youtube 
2018nhgrs,1520104247,2018nhgrs_qm57, qm,57,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/QjHRL-nb64o")
2018nhgrs,1520104247,2018nhgrs_qm57,qm,57,red,15,15,15,False,=HYPERLINK("https://youtu.be/QjHRL-nb64o")
2018nhgrs,1520155701,2018nhgrs_qm58, qm,58,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/FQBDBwGGTZ8")
2018nhgrs,1520155701,2018nhgrs_qm58,qm,58,red,15,15,15,False,=HYPERLINK("https://youtu.be/FQBDBwGGTZ8")
2018nhgrs,1520156118,2018nhgrs_qm59, qm,59,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/wcy7K4qAd1I")
2018nhgrs,1520156118,2018nhgrs_qm59,qm,59,red,8,15,29,True,=HYPERLINK("https://youtu.be/wcy7K4qAd1I")
2018nhgrs,1520078144,2018nhgrs_qm6, qm,6,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/z35nEfnaMh8")
2018nhgrs,1520078144,2018nhgrs_qm6,qm,6,red,7,15,31,True,=HYPERLINK("https://youtu.be/z35nEfnaMh8")
2018nhgrs,1520156813,2018nhgrs_qm60, qm,60,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/EXIuUA_SYC0")
2018nhgrs,1520156813,2018nhgrs_qm60,qm,60,red,15,15,5,False,=HYPERLINK("https://youtu.be/EXIuUA_SYC0")
2018nhgrs,1520157448,2018nhgrs_qm61, qm,61,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/cLLFJ6qUNrY")
2018nhgrs,1520157448,2018nhgrs_qm61,qm,61,red,15,15,10,False,=HYPERLINK("https://youtu.be/cLLFJ6qUNrY")
2018nhgrs,1520157915,2018nhgrs_qm62, qm,62,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/eYURhZNvilI")
2018nhgrs,1520157915,2018nhgrs_qm62,qm,62,red,7,15,31,True,=HYPERLINK("https://youtu.be/eYURhZNvilI")
2018nhgrs,1520158347,2018nhgrs_qm63, qm,63,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/4t6XYAtnRN8")
2018nhgrs,1520158347,2018nhgrs_qm63,qm,63,red,5,15,35,True,=HYPERLINK("https://youtu.be/4t6XYAtnRN8")
2018nhgrs,1520158756,2018nhgrs_qm64, qm,64,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/Xr5osySLjY4")
2018nhgrs,1520158756,2018nhgrs_qm64,qm,64,red,10,15,25,True,=HYPERLINK("https://youtu.be/Xr5osySLjY4")
2018nhgrs,1520159174,2018nhgrs_qm65, qm,65,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/RpkbBTwXaAo")
2018nhgrs,1520159174,2018nhgrs_qm65,qm,65,red,15,15,15,False,=HYPERLINK("https://youtu.be/RpkbBTwXaAo")
2018nhgrs,1520159709,2018nhgrs_qm66, qm,66,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/z7wn_hnl4-U")
2018nhgrs,1520159709,2018nhgrs_qm66,qm,66,red,7,15,26,True,=HYPERLINK("https://youtu.be/z7wn_hnl4-U")
2018nhgrs,1520160201,2018nhgrs_qm67, qm,67,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/xiIeWe1epGE")
2018nhgrs,1520160201,2018nhgrs_qm67,qm,67,red,15,15,15,False,=HYPERLINK("https://youtu.be/xiIeWe1epGE")
2018nhgrs,1520160800,2018nhgrs_qm68, qm,68,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/3Fv9BoMJMmQ")
2018nhgrs,1520160800,2018nhgrs_qm68,qm,68,red,5,15,35,True,=HYPERLINK("https://youtu.be/3Fv9BoMJMmQ")
2018nhgrs,1520161391,2018nhgrs_qm69, qm,69,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/DnhVvaO51AY")
2018nhgrs,1520161391,2018nhgrs_qm69,qm,69,red,4,15,32,True,=HYPERLINK("https://youtu.be/DnhVvaO51AY")
2018nhgrs,1520078633,2018nhgrs_qm7, qm,7,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/moLLgZjCBIs")
2018nhgrs,1520078633,2018nhgrs_qm7,qm,7,red,15,15,5,False,=HYPERLINK("https://youtu.be/moLLgZjCBIs")
2018nhgrs,1520162016,2018nhgrs_qm70, qm,70,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/xMTTeiyRSZY")
2018nhgrs,1520162016,2018nhgrs_qm70,qm,70,red,15,15,10,False,=HYPERLINK("https://youtu.be/xMTTeiyRSZY")
2018nhgrs,1520079133,2018nhgrs_qm8, qm,8,blue,12,15, 16,True,=HYPERLINK("https://youtu.be/GJD8kCKc2J4")
2018nhgrs,1520079133,2018nhgrs_qm8,qm,8,red,15,15,10,False,=HYPERLINK("https://youtu.be/GJD8kCKc2J4")
2018nhgrs,1520079570,2018nhgrs_qm9, qm,9,blue,15,15, 5,False,"no video"
2018nhgrs,1520079570,2018nhgrs_qm9,qm,9,red,15,15,5,False,"no video"
2018nhgrs,1520175886,2018nhgrs_sf1m1, sf,1,blue,4,11, 45,True,=HYPERLINK("https://youtu.be/dijHfx18tuc")
2018nhgrs,1520175886,2018nhgrs_sf1m1,sf,1,red,5,15,35,True,=HYPERLINK("https://youtu.be/dijHfx18tuc")
2018nhgrs,1520177048,2018nhgrs_sf1m2, sf,2,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/SDekYd4oS6U")
2018nhgrs,1520177048,2018nhgrs_sf1m2,sf,2,red,8,14,31,True,=HYPERLINK("https://youtu.be/SDekYd4oS6U")
2018nhgrs,1520178178,2018nhgrs_sf1m3, sf,3,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/jaOgljgoFDg")
2018nhgrs,1520178178,2018nhgrs_sf1m3,sf,3,red,5,15,35,True,=HYPERLINK("https://youtu.be/jaOgljgoFDg")
2018nhgrs,1520176572,2018nhgrs_sf2m1, sf,1,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/4HfJ-zx1hpc")
2018nhgrs,1520176572,2018nhgrs_sf2m1,sf,1,red,8,15,29,True,=HYPERLINK("https://youtu.be/4HfJ-zx1hpc")
2018nhgrs,1520177700,2018nhgrs_sf2m2, sf,2,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/SWcK7Jauer4")
2018nhgrs,1520177700,2018nhgrs_sf2m2,sf,2,red,8,15,29,True,=HYPERLINK("https://youtu.be/SWcK7Jauer4")
2018njbri,1521402633,2018njbri_f1m1, f,1,blue,5,6, 53,True,=HYPERLINK("https://youtu.be/0MMYUE9YkOY")
2018njbri,1521402633,2018njbri_f1m1,f,1,red,6,15,33,True,=HYPERLINK("https://youtu.be/0MMYUE9YkOY")
2018njbri,1521403541,2018njbri_f1m2, f,2,blue,4,14, 39,True,=HYPERLINK("https://youtu.be/NUivU58G2LQ")
2018njbri,1521403541,2018njbri_f1m2,f,2,red,6,15,33,True,=HYPERLINK("https://youtu.be/NUivU58G2LQ")
2018njbri,1521404585,2018njbri_f1m3, f,3,blue,5,13, 39,True,=HYPERLINK("https://youtu.be/XSHhaOMeJuU")
2018njbri,1521404585,2018njbri_f1m3,f,3,red,6,15,33,True,=HYPERLINK("https://youtu.be/XSHhaOMeJuU")
2018njbri,1521393680,2018njbri_qf1m1, qf,1,blue,15,10, 25,False,=HYPERLINK("https://youtu.be/e5cmSeYYhh4")
2018njbri,1521393680,2018njbri_qf1m1,qf,1,red,4,13,41,True,=HYPERLINK("https://youtu.be/e5cmSeYYhh4")
2018njbri,1521395471,2018njbri_qf1m2, qf,2,blue,5,13, 39,True,=HYPERLINK("https://youtu.be/CF-2mbF3Uv4")
2018njbri,1521395471,2018njbri_qf1m2,qf,2,red,4,15,37,True,=HYPERLINK("https://youtu.be/CF-2mbF3Uv4")
2018njbri,1521394144,2018njbri_qf2m1, qf,1,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/qV57jzBSx-Q")
2018njbri,1521394144,2018njbri_qf2m1,qf,1,red,6,15,33,True,=HYPERLINK("https://youtu.be/qV57jzBSx-Q")
2018njbri,1521396132,2018njbri_qf2m2, qf,2,blue,7,13, 35,True,=HYPERLINK("https://youtu.be/e5uy4hBsYFI")
2018njbri,1521396132,2018njbri_qf2m2,qf,2,red,6,15,28,True,=HYPERLINK("https://youtu.be/e5uy4hBsYFI")
2018njbri,1521397775,2018njbri_qf2m3, qf,3,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/Qx0scepCNCQ")
2018njbri,1521397775,2018njbri_qf2m3,qf,3,red,6,15,33,True,=HYPERLINK("https://youtu.be/Qx0scepCNCQ")
2018njbri,1521394605,2018njbri_qf3m1, qf,1,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/ieqs1ySuN8w")
2018njbri,1521394605,2018njbri_qf3m1,qf,1,red,5,6,53,True,=HYPERLINK("https://youtu.be/ieqs1ySuN8w")
2018njbri,1521396548,2018njbri_qf3m2, qf,2,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/voEvHfyF0EY")
2018njbri,1521396548,2018njbri_qf3m2,qf,2,red,5,6,53,True,=HYPERLINK("https://youtu.be/voEvHfyF0EY")
2018njbri,1521395038,2018njbri_qf4m1, qf,1,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/V-jZ9fVkx64")
2018njbri,1521395038,2018njbri_qf4m1,qf,1,red,7,15,31,True,=HYPERLINK("https://youtu.be/V-jZ9fVkx64")
2018njbri,1521397025,2018njbri_qf4m2, qf,2,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/iFkLzfSDf8g")
2018njbri,1521397025,2018njbri_qf4m2,qf,2,red,7,15,31,True,=HYPERLINK("https://youtu.be/iFkLzfSDf8g")
2018njbri,1521298407,2018njbri_qm1, qm,1,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/tj2VN6tziWY")
2018njbri,1521298407,2018njbri_qm1,qm,1,red,7,15,31,True,=HYPERLINK("https://youtu.be/tj2VN6tziWY")
2018njbri,1521303621,2018njbri_qm10, qm,10,blue,15,12, 16,False,=HYPERLINK("https://youtu.be/cmKjBAnr1w0")
2018njbri,1521303621,2018njbri_qm10,qm,10,red,15,15,10,False,=HYPERLINK("https://youtu.be/cmKjBAnr1w0")
2018njbri,1521304142,2018njbri_qm11, qm,11,blue,6,15, 23,True,=HYPERLINK("https://youtu.be/o1nwozzXFek")
2018njbri,1521304142,2018njbri_qm11,qm,11,red,5,15,35,True,=HYPERLINK("https://youtu.be/o1nwozzXFek")
2018njbri,1521304742,2018njbri_qm12, qm,12,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/WS0uyr-apto")
2018njbri,1521304742,2018njbri_qm12,qm,12,red,15,15,10,False,=HYPERLINK("https://youtu.be/WS0uyr-apto")
2018njbri,1521305189,2018njbri_qm13, qm,13,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/EUk-ES4ny1k")
2018njbri,1521305189,2018njbri_qm13,qm,13,red,15,15,10,False,=HYPERLINK("https://youtu.be/EUk-ES4ny1k")
2018njbri,1521305699,2018njbri_qm14, qm,14,blue,6,11, 41,True,=HYPERLINK("https://youtu.be/ZZbqwHETnho")
2018njbri,1521305699,2018njbri_qm14,qm,14,red,5,15,35,True,=HYPERLINK("https://youtu.be/ZZbqwHETnho")
2018njbri,1521306254,2018njbri_qm15, qm,15,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/NCUiIPDKeHM")
2018njbri,1521306254,2018njbri_qm15,qm,15,red,15,15,10,False,=HYPERLINK("https://youtu.be/NCUiIPDKeHM")
2018njbri,1521306974,2018njbri_qm16, qm,16,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/MyVHdrCmgBU")
2018njbri,1521306974,2018njbri_qm16,qm,16,red,8,15,24,True,=HYPERLINK("https://youtu.be/MyVHdrCmgBU")
2018njbri,1521307375,2018njbri_qm17, qm,17,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/Oq4CtlYp3fQ")
2018njbri,1521307375,2018njbri_qm17,qm,17,red,13,15,19,True,=HYPERLINK("https://youtu.be/Oq4CtlYp3fQ")
2018njbri,1521309886,2018njbri_qm18, qm,18,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/OWrNXQEAsPU")
2018njbri,1521309886,2018njbri_qm18,qm,18,red,6,15,28,True,=HYPERLINK("https://youtu.be/OWrNXQEAsPU")
2018njbri,1521310424,2018njbri_qm19, qm,19,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/Ix4EFaKyQdk")
2018njbri,1521310424,2018njbri_qm19,qm,19,red,7,15,31,True,=HYPERLINK("https://youtu.be/Ix4EFaKyQdk")
2018njbri,1521298872,2018njbri_qm2, qm,2,blue,4,15, 32,True,=HYPERLINK("https://youtu.be/ZoCx2kQEovU")
2018njbri,1521298872,2018njbri_qm2,qm,2,red,6,15,33,True,=HYPERLINK("https://youtu.be/ZoCx2kQEovU")
2018njbri,1521311043,2018njbri_qm20, qm,20,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/B6tcPzOXpzs")
2018njbri,1521311043,2018njbri_qm20,qm,20,red,15,15,15,False,=HYPERLINK("https://youtu.be/B6tcPzOXpzs")
2018njbri,1521311537,2018njbri_qm21, qm,21,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/Rx-GUDYct3Y")
2018njbri,1521311537,2018njbri_qm21,qm,21,red,7,15,31,True,=HYPERLINK("https://youtu.be/Rx-GUDYct3Y")
2018njbri,1521312106,2018njbri_qm22, qm,22,blue,6,8, 47,True,=HYPERLINK("https://youtu.be/81dhziRRe_w")
2018njbri,1521312106,2018njbri_qm22,qm,22,red,15,15,10,False,=HYPERLINK("https://youtu.be/81dhziRRe_w")
2018njbri,1521312535,2018njbri_qm23, qm,23,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/VaRI_u7tz70")
2018njbri,1521312535,2018njbri_qm23,qm,23,red,6,15,33,True,=HYPERLINK("https://youtu.be/VaRI_u7tz70")
2018njbri,1521312962,2018njbri_qm24, qm,24,blue,10,15, 20,True,=HYPERLINK("https://youtu.be/TkiJgsXJzPg")
2018njbri,1521312962,2018njbri_qm24,qm,24,red,5,15,35,True,=HYPERLINK("https://youtu.be/TkiJgsXJzPg")
2018njbri,1521313389,2018njbri_qm25, qm,25,blue,14,15, 17,True,=HYPERLINK("https://youtu.be/VgwA3KLvTys")
2018njbri,1521313389,2018njbri_qm25,qm,25,red,15,15,15,False,=HYPERLINK("https://youtu.be/VgwA3KLvTys")
2018njbri,1521313803,2018njbri_qm26, qm,26,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/cQV35Yd-qw0")
2018njbri,1521313803,2018njbri_qm26,qm,26,red,6,15,28,True,=HYPERLINK("https://youtu.be/cQV35Yd-qw0")
2018njbri,1521314230,2018njbri_qm27, qm,27,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/wqxWEQ6t3FY")
2018njbri,1521314230,2018njbri_qm27,qm,27,red,15,15,5,False,=HYPERLINK("https://youtu.be/wqxWEQ6t3FY")
2018njbri,1521314745,2018njbri_qm28, qm,28,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/NIpzHuCMWEA")
2018njbri,1521314745,2018njbri_qm28,qm,28,red,15,15,15,False,=HYPERLINK("https://youtu.be/NIpzHuCMWEA")
2018njbri,1521315121,2018njbri_qm29, qm,29,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/eGd5cKdR8Zw")
2018njbri,1521315121,2018njbri_qm29,qm,29,red,6,10,43,True,=HYPERLINK("https://youtu.be/eGd5cKdR8Zw")
2018njbri,1521299449,2018njbri_qm3, qm,3,blue,5,13, 39,True,=HYPERLINK("https://youtu.be/RQsg2ozzYDo")
2018njbri,1521299449,2018njbri_qm3,qm,3,red,15,15,5,False,=HYPERLINK("https://youtu.be/RQsg2ozzYDo")
2018njbri,1521315601,2018njbri_qm30, qm,30,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/bfUhk9nwNZI")
2018njbri,1521315601,2018njbri_qm30,qm,30,red,15,15,5,False,=HYPERLINK("https://youtu.be/bfUhk9nwNZI")
2018njbri,1521316036,2018njbri_qm31, qm,31,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/oUEGJluisG0")
2018njbri,1521316036,2018njbri_qm31,qm,31,red,8,15,29,True,=HYPERLINK("https://youtu.be/oUEGJluisG0")
2018njbri,1521316481,2018njbri_qm32, qm,32,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/Q56gI90wOf4")
2018njbri,1521316481,2018njbri_qm32,qm,32,red,6,15,28,True,=HYPERLINK("https://youtu.be/Q56gI90wOf4")
2018njbri,1521316900,2018njbri_qm33, qm,33,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/nhzl2X9-Yuw")
2018njbri,1521316900,2018njbri_qm33,qm,33,red,6,15,33,True,=HYPERLINK("https://youtu.be/nhzl2X9-Yuw")
2018njbri,1521317354,2018njbri_qm34, qm,34,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/hdlakJxukn8")
2018njbri,1521317354,2018njbri_qm34,qm,34,red,8,15,29,True,=HYPERLINK("https://youtu.be/hdlakJxukn8")
2018njbri,1521317778,2018njbri_qm35, qm,35,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/E0zOTg2s1fg")
2018njbri,1521317778,2018njbri_qm35,qm,35,red,11,15,23,True,=HYPERLINK("https://youtu.be/E0zOTg2s1fg")
2018njbri,1521318290,2018njbri_qm36, qm,36,blue,14,15, 17,True,=HYPERLINK("https://youtu.be/jvBRdhm54i4")
2018njbri,1521318290,2018njbri_qm36,qm,36,red,7,15,31,True,=HYPERLINK("https://youtu.be/jvBRdhm54i4")
2018njbri,1521318708,2018njbri_qm37, qm,37,blue,8,14, 31,True,=HYPERLINK("https://youtu.be/dfJXVuRnTys")
2018njbri,1521318708,2018njbri_qm37,qm,37,red,15,15,10,False,=HYPERLINK("https://youtu.be/dfJXVuRnTys")
2018njbri,1521319112,2018njbri_qm38, qm,38,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/eJzHsDbamiY")
2018njbri,1521319112,2018njbri_qm38,qm,38,red,6,15,33,True,=HYPERLINK("https://youtu.be/eJzHsDbamiY")
2018njbri,1521319494,2018njbri_qm39, qm,39,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/LeiyXFbhINw")
2018njbri,1521319494,2018njbri_qm39,qm,39,red,5,15,35,True,=HYPERLINK("https://youtu.be/LeiyXFbhINw")
2018njbri,1521299999,2018njbri_qm4, qm,4,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/bhr7X9KoBMA")
2018njbri,1521299999,2018njbri_qm4,qm,4,red,7,7,42,True,=HYPERLINK("https://youtu.be/bhr7X9KoBMA")
2018njbri,1521319931,2018njbri_qm40, qm,40,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/pVyhF1Fl554")
2018njbri,1521319931,2018njbri_qm40,qm,40,red,15,15,5,False,=HYPERLINK("https://youtu.be/pVyhF1Fl554")
2018njbri,1521320401,2018njbri_qm41, qm,41,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/UQkdKkgpF78")
2018njbri,1521320401,2018njbri_qm41,qm,41,red,14,15,17,True,=HYPERLINK("https://youtu.be/UQkdKkgpF78")
2018njbri,1521320860,2018njbri_qm42, qm,42,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/LXp4wCQOTuk")
2018njbri,1521320860,2018njbri_qm42,qm,42,red,15,15,15,False,=HYPERLINK("https://youtu.be/LXp4wCQOTuk")
2018njbri,1521321340,2018njbri_qm43, qm,43,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/lubEXY_mkl4")
2018njbri,1521321340,2018njbri_qm43,qm,43,red,7,15,31,True,=HYPERLINK("https://youtu.be/lubEXY_mkl4")
2018njbri,1521321845,2018njbri_qm44, qm,44,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/BdPTsV_Cw48")
2018njbri,1521321845,2018njbri_qm44,qm,44,red,11,15,23,True,=HYPERLINK("https://youtu.be/BdPTsV_Cw48")
2018njbri,1521322234,2018njbri_qm45, qm,45,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/2KDCtU7Owx4")
2018njbri,1521322234,2018njbri_qm45,qm,45,red,15,15,10,False,=HYPERLINK("https://youtu.be/2KDCtU7Owx4")
2018njbri,1521322713,2018njbri_qm46, qm,46,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/AlbLAdNMVcc")
2018njbri,1521322713,2018njbri_qm46,qm,46,red,6,15,33,True,=HYPERLINK("https://youtu.be/AlbLAdNMVcc")
2018njbri,1521323458,2018njbri_qm47, qm,47,blue,12,15, 16,True,=HYPERLINK("https://youtu.be/NfBAz6jTc5w")
2018njbri,1521323458,2018njbri_qm47,qm,47,red,8,12,35,True,=HYPERLINK("https://youtu.be/NfBAz6jTc5w")
2018njbri,1521323871,2018njbri_qm48, qm,48,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/NhnVBx1r16M")
2018njbri,1521323871,2018njbri_qm48,qm,48,red,13,15,14,True,=HYPERLINK("https://youtu.be/NhnVBx1r16M")
2018njbri,1521324288,2018njbri_qm49, qm,49,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/6xNGAkox9u8")
2018njbri,1521324288,2018njbri_qm49,qm,49,red,8,15,29,True,=HYPERLINK("https://youtu.be/6xNGAkox9u8")
2018njbri,1521300897,2018njbri_qm5, qm,5,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/eOKYbc4XOgs")
2018njbri,1521300897,2018njbri_qm5,qm,5,red,5,15,30,True,=HYPERLINK("https://youtu.be/eOKYbc4XOgs")
2018njbri,1521325016,2018njbri_qm50, qm,50,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/iHyxJoyWt3g")
2018njbri,1521325016,2018njbri_qm50,qm,50,red,15,15,15,False,=HYPERLINK("https://youtu.be/iHyxJoyWt3g")
2018njbri,1521325463,2018njbri_qm51, qm,51,blue,6,14, 30,True,=HYPERLINK("https://youtu.be/hIX2Q6UtJ0I")
2018njbri,1521325463,2018njbri_qm51,qm,51,red,6,8,47,True,=HYPERLINK("https://youtu.be/hIX2Q6UtJ0I")
2018njbri,1521325877,2018njbri_qm52, qm,52,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/SxEczIpNrTU")
2018njbri,1521325877,2018njbri_qm52,qm,52,red,8,15,29,True,=HYPERLINK("https://youtu.be/SxEczIpNrTU")
2018njbri,1521326285,2018njbri_qm53, qm,53,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/hoHNgLhVjTs")
2018njbri,1521326285,2018njbri_qm53,qm,53,red,14,15,17,True,=HYPERLINK("https://youtu.be/hoHNgLhVjTs")
2018njbri,1521326683,2018njbri_qm54, qm,54,blue,6,7, 49,True,=HYPERLINK("https://youtu.be/D7Hp2dL39BA")
2018njbri,1521326683,2018njbri_qm54,qm,54,red,15,15,5,False,=HYPERLINK("https://youtu.be/D7Hp2dL39BA")
2018njbri,1521327106,2018njbri_qm55, qm,55,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/J_605IO9HDU")
2018njbri,1521327106,2018njbri_qm55,qm,55,red,7,15,31,True,=HYPERLINK("https://youtu.be/J_605IO9HDU")
2018njbri,1521378749,2018njbri_qm56, qm,56,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/qfYWOjXVFqU")
2018njbri,1521378749,2018njbri_qm56,qm,56,red,8,15,29,True,=HYPERLINK("https://youtu.be/qfYWOjXVFqU")
2018njbri,1521379187,2018njbri_qm57, qm,57,blue,10,15, 20,True,=HYPERLINK("https://youtu.be/rWRISFBzvtI")
2018njbri,1521379187,2018njbri_qm57,qm,57,red,7,15,31,True,=HYPERLINK("https://youtu.be/rWRISFBzvtI")
2018njbri,1521379660,2018njbri_qm58, qm,58,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/HUmakv-nDAI")
2018njbri,1521379660,2018njbri_qm58,qm,58,red,5,15,30,True,=HYPERLINK("https://youtu.be/HUmakv-nDAI")
2018njbri,1521380279,2018njbri_qm59, qm,59,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/GGNHeomnYBs")
2018njbri,1521380279,2018njbri_qm59,qm,59,red,12,15,21,True,=HYPERLINK("https://youtu.be/GGNHeomnYBs")
2018njbri,1521301404,2018njbri_qm6, qm,6,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/yZXyEYqkap4")
2018njbri,1521301404,2018njbri_qm6,qm,6,red,15,15,15,False,=HYPERLINK("https://youtu.be/yZXyEYqkap4")
2018njbri,1521381032,2018njbri_qm60, qm,60,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/Myiyz4rxikM")
2018njbri,1521381032,2018njbri_qm60,qm,60,red,6,15,28,True,=HYPERLINK("https://youtu.be/Myiyz4rxikM")
2018njbri,1521381486,2018njbri_qm61, qm,61,blue,12,15, 16,True,=HYPERLINK("https://youtu.be/Aj7CHVIUIaA")
2018njbri,1521381486,2018njbri_qm61,qm,61,red,5,15,35,True,=HYPERLINK("https://youtu.be/Aj7CHVIUIaA")
2018njbri,1521382026,2018njbri_qm62, qm,62,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/7y_Er3yL9Ew")
2018njbri,1521382026,2018njbri_qm62,qm,62,red,8,15,29,True,=HYPERLINK("https://youtu.be/7y_Er3yL9Ew")
2018njbri,1521382464,2018njbri_qm63, qm,63,blue,12,12, 27,True,=HYPERLINK("https://youtu.be/cLYtliQnZcE")
2018njbri,1521382464,2018njbri_qm63,qm,63,red,15,15,15,False,=HYPERLINK("https://youtu.be/cLYtliQnZcE")
2018njbri,1521383025,2018njbri_qm64, qm,64,blue,10,15, 20,True,=HYPERLINK("https://youtu.be/sD49iDaoPLg")
2018njbri,1521383025,2018njbri_qm64,qm,64,red,15,15,15,False,=HYPERLINK("https://youtu.be/sD49iDaoPLg")
2018njbri,1521383640,2018njbri_qm65, qm,65,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/vmysJaJzQtw")
2018njbri,1521383640,2018njbri_qm65,qm,65,red,4,15,37,True,=HYPERLINK("https://youtu.be/vmysJaJzQtw")
2018njbri,1521384054,2018njbri_qm66, qm,66,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/XJpEQcc3_ok")
2018njbri,1521384054,2018njbri_qm66,qm,66,red,15,7,26,False,=HYPERLINK("https://youtu.be/XJpEQcc3_ok")
2018njbri,1521384482,2018njbri_qm67, qm,67,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/983JSDtMmWc")
2018njbri,1521384482,2018njbri_qm67,qm,67,red,12,15,21,True,=HYPERLINK("https://youtu.be/983JSDtMmWc")
2018njbri,1521384858,2018njbri_qm68, qm,68,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/PlZrn2u4enE")
2018njbri,1521384858,2018njbri_qm68,qm,68,red,10,15,25,True,=HYPERLINK("https://youtu.be/PlZrn2u4enE")
2018njbri,1521385397,2018njbri_qm69, qm,69,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/iOiwP6Z4YkY")
2018njbri,1521385397,2018njbri_qm69,qm,69,red,15,15,15,False,=HYPERLINK("https://youtu.be/iOiwP6Z4YkY")
2018njbri,1521302013,2018njbri_qm7, qm,7,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/pXyOrtj3mzs")
2018njbri,1521302013,2018njbri_qm7,qm,7,red,15,15,10,False,=HYPERLINK("https://youtu.be/pXyOrtj3mzs")
2018njbri,1521385955,2018njbri_qm70, qm,70,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/V5DJAys70_s")
2018njbri,1521385955,2018njbri_qm70,qm,70,red,5,15,35,True,=HYPERLINK("https://youtu.be/V5DJAys70_s")
