event, date, match, matchType, matchNum, color, autoSwitchTime, autoScaleTime, autoScore, autoSwitchAtZero, youtube 
2018idbo,1522443720,2018idbo_qm34,qm,34,red,7,15,26,True,"no video"
2018idbo,1522444142,2018idbo_qm35, qm,35,blue,6,15, 33,True,"no video"
2018idbo,1522444142,2018idbo_qm35,qm,35,red,15,15,10,False,"no video"
2018idbo,1522444585,2018idbo_qm36, qm,36,blue,5,15, 35,True,"no video"
2018idbo,1522444585,2018idbo_qm36,qm,36,red,5,14,37,True,"no video"
2018idbo,1522444961,2018idbo_qm37, qm,37,blue,7,15, 26,True,"no video"
2018idbo,1522444961,2018idbo_qm37,qm,37,red,6,15,33,True,"no video"
2018idbo,1522445406,2018idbo_qm38, qm,38,blue,14,15, 17,True,"no video"
2018idbo,1522445406,2018idbo_qm38,qm,38,red,9,12,33,True,"no video"
2018idbo,1522446337,2018idbo_qm39, qm,39,blue,5,15, 35,True,"no video"
2018idbo,1522446337,2018idbo_qm39,qm,39,red,9,6,45,True,"no video"
2018idbo,1522423543,2018idbo_qm4, qm,4,blue,8,13, 33,True,"no video"
2018idbo,1522423543,2018idbo_qm4,qm,4,red,6,13,37,True,"no video"
2018idbo,1522446805,2018idbo_qm40, qm,40,blue,15,15, 15,False,"no video"
2018idbo,1522446805,2018idbo_qm40,qm,40,red,4,15,37,True,"no video"
2018idbo,1522447255,2018idbo_qm41, qm,41,blue,6,13, 32,True,"no video"
2018idbo,1522447255,2018idbo_qm41,qm,41,red,5,15,35,True,"no video"
2018idbo,1522447664,2018idbo_qm42, qm,42,blue,6,15, 28,True,"no video"
2018idbo,1522447664,2018idbo_qm42,qm,42,red,15,15,15,False,"no video"
2018idbo,1522448093,2018idbo_qm43, qm,43,blue,5,15, 35,True,"no video"
2018idbo,1522448093,2018idbo_qm43,qm,43,red,6,15,33,True,"no video"
2018idbo,1522448501,2018idbo_qm44, qm,44,blue,7,15, 31,True,"no video"
2018idbo,1522448501,2018idbo_qm44,qm,44,red,14,15,17,True,"no video"
2018idbo,1522448986,2018idbo_qm45, qm,45,blue,15,15, 10,False,"no video"
2018idbo,1522448986,2018idbo_qm45,qm,45,red,8,8,43,True,"no video"
2018idbo,1522449446,2018idbo_qm46, qm,46,blue,15,15, 15,False,"no video"
2018idbo,1522449446,2018idbo_qm46,qm,46,red,8,15,29,True,"no video"
2018idbo,1522449958,2018idbo_qm47, qm,47,blue,14,15, 17,False,"no video"
2018idbo,1522449958,2018idbo_qm47,qm,47,red,6,15,28,True,"no video"
2018idbo,1522450451,2018idbo_qm48, qm,48,blue,15,15, 10,False,"no video"
2018idbo,1522450451,2018idbo_qm48,qm,48,red,7,15,31,True,"no video"
2018idbo,1522450916,2018idbo_qm49, qm,49,blue,15,12, 16,False,"no video"
2018idbo,1522450916,2018idbo_qm49,qm,49,red,15,15,15,False,"no video"
2018idbo,1522424322,2018idbo_qm5, qm,5,blue,15,15, 10,False,"no video"
2018idbo,1522424322,2018idbo_qm5,qm,5,red,5,15,30,True,"no video"
2018idbo,1522451320,2018idbo_qm50, qm,50,blue,8,15, 29,True,"no video"
2018idbo,1522451320,2018idbo_qm50,qm,50,red,7,15,31,True,"no video"
2018idbo,1522451759,2018idbo_qm51, qm,51,blue,15,15, 15,False,"no video"
2018idbo,1522451759,2018idbo_qm51,qm,51,red,5,12,41,True,"no video"
2018idbo,1522452194,2018idbo_qm52, qm,52,blue,9,15, 27,True,"no video"
2018idbo,1522452194,2018idbo_qm52,qm,52,red,15,15,10,False,"no video"
2018idbo,1522452653,2018idbo_qm53, qm,53,blue,15,15, 15,False,"no video"
2018idbo,1522452653,2018idbo_qm53,qm,53,red,6,15,33,True,"no video"
2018idbo,1522507926,2018idbo_qm54, qm,54,blue,5,15, 25,True,"no video"
2018idbo,1522507926,2018idbo_qm54,qm,54,red,5,15,35,True,"no video"
2018idbo,1522508343,2018idbo_qm55, qm,55,blue,5,9, 47,True,=HYPERLINK("https://youtu.be/0PHOVg90Pfk")
2018idbo,1522508343,2018idbo_qm55,qm,55,red,15,15,15,False,=HYPERLINK("https://youtu.be/0PHOVg90Pfk")
2018idbo,1522508797,2018idbo_qm56, qm,56,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/T_Sqi4wW05M")
2018idbo,1522508797,2018idbo_qm56,qm,56,red,15,15,15,False,=HYPERLINK("https://youtu.be/T_Sqi4wW05M")
2018idbo,1522509419,2018idbo_qm57, qm,57,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/PKQ3X2VWXNg")
2018idbo,1522509419,2018idbo_qm57,qm,57,red,15,15,10,False,=HYPERLINK("https://youtu.be/PKQ3X2VWXNg")
2018idbo,1522509953,2018idbo_qm58, qm,58,blue,5,10, 40,True,=HYPERLINK("https://youtu.be/KyqkcAjxx_Q")
2018idbo,1522509953,2018idbo_qm58,qm,58,red,8,13,33,True,=HYPERLINK("https://youtu.be/KyqkcAjxx_Q")
2018idbo,1522510479,2018idbo_qm59, qm,59,blue,9,9, 39,True,=HYPERLINK("https://youtu.be/pdefQsPP7Ag")
2018idbo,1522510479,2018idbo_qm59,qm,59,red,5,15,35,True,=HYPERLINK("https://youtu.be/pdefQsPP7Ag")
2018idbo,1522424802,2018idbo_qm6, qm,6,blue,5,12, 41,True,"no video"
2018idbo,1522424802,2018idbo_qm6,qm,6,red,7,15,26,True,"no video"
2018idbo,1522510954,2018idbo_qm60, qm,60,blue,5,14, 37,True,=HYPERLINK("https://youtu.be/FwehcN142e8")
2018idbo,1522510954,2018idbo_qm60,qm,60,red,8,14,31,True,=HYPERLINK("https://youtu.be/FwehcN142e8")
2018idbo,1522511512,2018idbo_qm61, qm,61,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/ex-rG3FpSlA")
2018idbo,1522511512,2018idbo_qm61,qm,61,red,8,15,29,True,=HYPERLINK("https://youtu.be/ex-rG3FpSlA")
2018idbo,1522512133,2018idbo_qm62, qm,62,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/L2mMyLosHkQ")
2018idbo,1522512133,2018idbo_qm62,qm,62,red,15,15,10,False,=HYPERLINK("https://youtu.be/L2mMyLosHkQ")
2018idbo,1522512674,2018idbo_qm63, qm,63,blue,15,9, 27,False,=HYPERLINK("https://youtu.be/tUviZB_gTrc")
2018idbo,1522512674,2018idbo_qm63,qm,63,red,15,14,17,False,=HYPERLINK("https://youtu.be/tUviZB_gTrc")
2018idbo,1522513124,2018idbo_qm64, qm,64,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/Aoqqp_XM4Jw")
2018idbo,1522513124,2018idbo_qm64,qm,64,red,10,15,20,True,=HYPERLINK("https://youtu.be/Aoqqp_XM4Jw")
2018idbo,1522513641,2018idbo_qm65, qm,65,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/bPGpKY7agMY")
2018idbo,1522513641,2018idbo_qm65,qm,65,red,5,15,35,True,=HYPERLINK("https://youtu.be/bPGpKY7agMY")
2018idbo,1522514080,2018idbo_qm66, qm,66,blue,15,11, 23,False,"no video"
2018idbo,1522514080,2018idbo_qm66,qm,66,red,6,15,33,True,"no video"
2018idbo,1522514531,2018idbo_qm67, qm,67,blue,5,14, 37,True,"no video"
2018idbo,1522514531,2018idbo_qm67,qm,67,red,15,15,15,False,"no video"
2018idbo,1522515035,2018idbo_qm68, qm,68,blue,4,15, 37,True,"no video"
2018idbo,1522515035,2018idbo_qm68,qm,68,red,15,15,15,False,"no video"
2018idbo,1522515559,2018idbo_qm69, qm,69,blue,5,15, 35,True,"no video"
2018idbo,1522515559,2018idbo_qm69,qm,69,red,6,13,37,True,"no video"
2018idbo,1522425337,2018idbo_qm7, qm,7,blue,15,15, 10,False,"no video"
2018idbo,1522425337,2018idbo_qm7,qm,7,red,5,15,35,True,"no video"
2018idbo,1522516028,2018idbo_qm70, qm,70,blue,15,15, 15,False,"no video"
2018idbo,1522516028,2018idbo_qm70,qm,70,red,7,15,26,True,"no video"
2018idbo,1522516681,2018idbo_qm71, qm,71,blue,15,8, 29,False,"no video"
2018idbo,1522516681,2018idbo_qm71,qm,71,red,5,15,35,True,"no video"
2018idbo,1522517123,2018idbo_qm72, qm,72,blue,7,8, 45,True,"no video"
2018idbo,1522517123,2018idbo_qm72,qm,72,red,4,15,37,True,"no video"
2018idbo,1522425712,2018idbo_qm8, qm,8,blue,8,6, 47,True,"no video"
2018idbo,1522425712,2018idbo_qm8,qm,8,red,15,15,10,False,"no video"
2018idbo,1522426192,2018idbo_qm9, qm,9,blue,15,14, 17,False,"no video"
2018idbo,1522426192,2018idbo_qm9,qm,9,red,8,15,24,True,"no video"
2018idbo,1522528997,2018idbo_sf1m1, sf,1,blue,15,15, 15,False,"no video"
2018idbo,1522528997,2018idbo_sf1m1,sf,1,red,5,10,45,True,"no video"
2018idbo,1522530530,2018idbo_sf1m2, sf,2,blue,15,13, 19,False,"no video"
2018idbo,1522530530,2018idbo_sf1m2,sf,2,red,5,15,35,True,"no video"
2018idbo,1522531893,2018idbo_sf1m3, sf,3,blue,15,15, 15,False,"no video"
2018idbo,1522531893,2018idbo_sf1m3,sf,3,red,5,13,39,True,"no video"
2018idbo,1522529447,2018idbo_sf2m1, sf,1,blue,7,15, 31,True,"no video"
2018idbo,1522529447,2018idbo_sf2m1,sf,1,red,7,8,45,True,"no video"
2018idbo,1522530989,2018idbo_sf2m2, sf,2,blue,7,13, 35,True,"no video"
2018idbo,1522530989,2018idbo_sf2m2,sf,2,red,8,13,33,True,"no video"
2018idbo,1522532517,2018idbo_sf2m3, sf,3,blue,7,10, 41,True,"no video"
2018idbo,1522532517,2018idbo_sf2m3,sf,3,red,8,15,29,True,"no video"
2018ilch,1523133346,2018ilch_f1m1, f,1,blue,9,14, 29,True,=HYPERLINK("https://youtu.be/814tcM9FxOU")
2018ilch,1523133346,2018ilch_f1m1,f,1,red,4,13,41,True,=HYPERLINK("https://youtu.be/814tcM9FxOU")
2018ilch,1523134185,2018ilch_f1m2, f,2,blue,9,14, 29,True,=HYPERLINK("https://youtu.be/JLaLhja9Pbk")
2018ilch,1523134185,2018ilch_f1m2,f,2,red,4,14,39,True,=HYPERLINK("https://youtu.be/JLaLhja9Pbk")
2018ilch,1523134995,2018ilch_f1m3, f,3,blue,9,14, 29,True,=HYPERLINK("https://youtu.be/QBKcjSKnYc0")
2018ilch,1523134995,2018ilch_f1m3,f,3,red,5,10,45,True,=HYPERLINK("https://youtu.be/QBKcjSKnYc0")
2018ilch,1523126051,2018ilch_qf1m1, qf,1,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/VpoVEla2e-E")
2018ilch,1523126051,2018ilch_qf1m1,qf,1,red,5,13,39,True,=HYPERLINK("https://youtu.be/VpoVEla2e-E")
2018ilch,1523128146,2018ilch_qf1m2, qf,2,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/rHzwBWbzJtA")
2018ilch,1523128146,2018ilch_qf1m2,qf,2,red,4,12,43,True,=HYPERLINK("https://youtu.be/rHzwBWbzJtA")
2018ilch,1523129765,2018ilch_qf1m3, qf,3,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/h_VZsBecvO0")
2018ilch,1523129765,2018ilch_qf1m3,qf,3,red,4,10,47,True,=HYPERLINK("https://youtu.be/h_VZsBecvO0")
2018ilch,1523126853,2018ilch_qf2m1, qf,1,blue,7,6, 49,True,=HYPERLINK("https://youtu.be/z-W5XgficUE")
2018ilch,1523126853,2018ilch_qf2m1,qf,1,red,8,15,29,True,=HYPERLINK("https://youtu.be/z-W5XgficUE")
2018ilch,1523128509,2018ilch_qf2m2, qf,2,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/84p5vPfyLvo")
2018ilch,1523128509,2018ilch_qf2m2,qf,2,red,4,12,43,True,=HYPERLINK("https://youtu.be/84p5vPfyLvo")
2018ilch,1523130120,2018ilch_qf2m3, qf,3,blue,3,8, 53,True,=HYPERLINK("https://youtu.be/ULVesuc6SAs")
2018ilch,1523130120,2018ilch_qf2m3,qf,3,red,5,15,35,True,=HYPERLINK("https://youtu.be/ULVesuc6SAs")
2018ilch,1523127344,2018ilch_qf3m1, qf,1,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/A_VUYkkNlPI")
2018ilch,1523127344,2018ilch_qf3m1,qf,1,red,9,5,47,True,=HYPERLINK("https://youtu.be/A_VUYkkNlPI")
2018ilch,1523128941,2018ilch_qf3m2, qf,2,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/VMUgVNMmOcE")
2018ilch,1523128941,2018ilch_qf3m2,qf,2,red,9,10,37,True,=HYPERLINK("https://youtu.be/VMUgVNMmOcE")
2018ilch,1523127723,2018ilch_qf4m1, qf,1,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/Fv4kyJcXXLM")
2018ilch,1523127723,2018ilch_qf4m1,qf,1,red,12,6,39,True,=HYPERLINK("https://youtu.be/Fv4kyJcXXLM")
2018ilch,1523129371,2018ilch_qf4m2, qf,2,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/QOXTCYqq28U")
2018ilch,1523129371,2018ilch_qf4m2,qf,2,red,15,9,27,False,=HYPERLINK("https://youtu.be/QOXTCYqq28U")
2018ilch,1523023394,2018ilch_qm1, qm,1,blue,9,15, 17,True,=HYPERLINK("https://youtu.be/a6R5ndyuHYk")
2018ilch,1523023394,2018ilch_qm1,qm,1,red,15,15,5,False,=HYPERLINK("https://youtu.be/a6R5ndyuHYk")
2018ilch,1523027479,2018ilch_qm10, qm,10,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/XJZeVylG_aY")
2018ilch,1523027479,2018ilch_qm10,qm,10,red,15,15,10,False,=HYPERLINK("https://youtu.be/XJZeVylG_aY")
2018ilch,1523027894,2018ilch_qm11, qm,11,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/OZVVm6ya44M")
2018ilch,1523027894,2018ilch_qm11,qm,11,red,6,14,30,True,=HYPERLINK("https://youtu.be/OZVVm6ya44M")
2018ilch,1523028257,2018ilch_qm12, qm,12,blue,15,10, 25,False,=HYPERLINK("https://youtu.be/zhLLJi5KgHw")
2018ilch,1523028257,2018ilch_qm12,qm,12,red,6,15,28,True,=HYPERLINK("https://youtu.be/zhLLJi5KgHw")
2018ilch,1523028769,2018ilch_qm13, qm,13,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/sXyStsGWKDA")
2018ilch,1523028769,2018ilch_qm13,qm,13,red,5,15,35,True,=HYPERLINK("https://youtu.be/sXyStsGWKDA")
2018ilch,1523029204,2018ilch_qm14, qm,14,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/v0Pq90TsQy4")
2018ilch,1523029204,2018ilch_qm14,qm,14,red,15,13,19,False,=HYPERLINK("https://youtu.be/v0Pq90TsQy4")
2018ilch,1523029654,2018ilch_qm15, qm,15,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/_GlPaMQK2CY")
2018ilch,1523029654,2018ilch_qm15,qm,15,red,9,15,22,True,=HYPERLINK("https://youtu.be/_GlPaMQK2CY")
2018ilch,1523030021,2018ilch_qm16, qm,16,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/BiTuLh2aYxk")
2018ilch,1523030021,2018ilch_qm16,qm,16,red,9,7,43,True,=HYPERLINK("https://youtu.be/BiTuLh2aYxk")
2018ilch,1523030681,2018ilch_qm17, qm,17,blue,5,9, 42,True,=HYPERLINK("https://youtu.be/atFPZ8hbS1Q")
2018ilch,1523030681,2018ilch_qm17,qm,17,red,15,15,10,False,=HYPERLINK("https://youtu.be/atFPZ8hbS1Q")
2018ilch,1523031153,2018ilch_qm18, qm,18,blue,9,10, 37,True,=HYPERLINK("https://youtu.be/pKj_wPeKPh8")
2018ilch,1523031153,2018ilch_qm18,qm,18,red,8,15,29,True,=HYPERLINK("https://youtu.be/pKj_wPeKPh8")
2018ilch,1523031563,2018ilch_qm19, qm,19,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/lCCC8Ik1JXA")
2018ilch,1523031563,2018ilch_qm19,qm,19,red,4,15,37,True,=HYPERLINK("https://youtu.be/lCCC8Ik1JXA")
2018ilch,1523023947,2018ilch_qm2, qm,2,blue,8,15, 24,True,=HYPERLINK("https://youtu.be/2zZ6wg1qlU4")
2018ilch,1523023947,2018ilch_qm2,qm,2,red,10,15,20,True,=HYPERLINK("https://youtu.be/2zZ6wg1qlU4")
2018ilch,1523031959,2018ilch_qm20, qm,20,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/bZG6SdTAxqg")
2018ilch,1523031959,2018ilch_qm20,qm,20,red,15,15,10,False,=HYPERLINK("https://youtu.be/bZG6SdTAxqg")
2018ilch,1523032401,2018ilch_qm21, qm,21,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/-KPrw5u9TrI")
2018ilch,1523032401,2018ilch_qm21,qm,21,red,15,15,10,False,=HYPERLINK("https://youtu.be/-KPrw5u9TrI")
2018ilch,1523032821,2018ilch_qm22, qm,22,blue,4,15, 32,True,=HYPERLINK("https://youtu.be/8Y5hdGoB-eY")
2018ilch,1523032821,2018ilch_qm22,qm,22,red,9,13,31,True,=HYPERLINK("https://youtu.be/8Y5hdGoB-eY")
2018ilch,1523033374,2018ilch_qm23, qm,23,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/CGvKANy99e4")
2018ilch,1523033374,2018ilch_qm23,qm,23,red,5,13,39,True,=HYPERLINK("https://youtu.be/CGvKANy99e4")
2018ilch,1523033857,2018ilch_qm24, qm,24,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/Ma4so7z3HZI")
2018ilch,1523033857,2018ilch_qm24,qm,24,red,9,7,43,True,=HYPERLINK("https://youtu.be/Ma4so7z3HZI")
2018ilch,1523037929,2018ilch_qm25, qm,25,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/boQAg4JQRgg")
2018ilch,1523037929,2018ilch_qm25,qm,25,red,15,15,15,False,=HYPERLINK("https://youtu.be/boQAg4JQRgg")
2018ilch,1523038296,2018ilch_qm26, qm,26,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/0N9NxA7rF68")
2018ilch,1523038296,2018ilch_qm26,qm,26,red,5,15,35,True,=HYPERLINK("https://youtu.be/0N9NxA7rF68")
2018ilch,1523038702,2018ilch_qm27, qm,27,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/NfJBZQRBZ40")
2018ilch,1523038702,2018ilch_qm27,qm,27,red,7,11,39,True,=HYPERLINK("https://youtu.be/NfJBZQRBZ40")
2018ilch,1523039156,2018ilch_qm28, qm,28,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/tTEG3ho9lh0")
2018ilch,1523039156,2018ilch_qm28,qm,28,red,15,15,15,False,=HYPERLINK("https://youtu.be/tTEG3ho9lh0")
2018ilch,1523039581,2018ilch_qm29, qm,29,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/hcusW6AOsMQ")
2018ilch,1523039581,2018ilch_qm29,qm,29,red,7,7,47,True,=HYPERLINK("https://youtu.be/hcusW6AOsMQ")
2018ilch,1523024347,2018ilch_qm3, qm,3,blue,15,7, 31,False,=HYPERLINK("https://youtu.be/Vxi761_vQes")
2018ilch,1523024347,2018ilch_qm3,qm,3,red,15,15,5,False,=HYPERLINK("https://youtu.be/Vxi761_vQes")
2018ilch,1523039974,2018ilch_qm30, qm,30,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/lp6Qjdck7II")
2018ilch,1523039974,2018ilch_qm30,qm,30,red,15,15,10,False,=HYPERLINK("https://youtu.be/lp6Qjdck7II")
2018ilch,1523040400,2018ilch_qm31, qm,31,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/hwTIv1ygw3U")
2018ilch,1523040400,2018ilch_qm31,qm,31,red,4,15,37,True,=HYPERLINK("https://youtu.be/hwTIv1ygw3U")
2018ilch,1523040779,2018ilch_qm32, qm,32,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/0TfKNnKsmpI")
2018ilch,1523040779,2018ilch_qm32,qm,32,red,7,15,31,True,=HYPERLINK("https://youtu.be/0TfKNnKsmpI")
2018ilch,1523041244,2018ilch_qm33, qm,33,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/2bT8Hx7eFew")
2018ilch,1523041244,2018ilch_qm33,qm,33,red,4,15,37,True,=HYPERLINK("https://youtu.be/2bT8Hx7eFew")
2018ilch,1523041816,2018ilch_qm34, qm,34,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/xc7XxQPuakU")
2018ilch,1523041816,2018ilch_qm34,qm,34,red,5,15,35,True,=HYPERLINK("https://youtu.be/xc7XxQPuakU")
2018ilch,1523042190,2018ilch_qm35, qm,35,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/t_rBNNRCf-4")
2018ilch,1523042190,2018ilch_qm35,qm,35,red,5,15,30,True,=HYPERLINK("https://youtu.be/t_rBNNRCf-4")
2018ilch,1523042705,2018ilch_qm36, qm,36,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/2-Z5FNgKaQ0")
2018ilch,1523042705,2018ilch_qm36,qm,36,red,15,15,15,False,=HYPERLINK("https://youtu.be/2-Z5FNgKaQ0")
2018ilch,1523043063,2018ilch_qm37, qm,37,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/BXILgyPEDfA")
2018ilch,1523043063,2018ilch_qm37,qm,37,red,4,15,37,True,=HYPERLINK("https://youtu.be/BXILgyPEDfA")
2018ilch,1523043432,2018ilch_qm38, qm,38,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/yyZp1swyzsI")
2018ilch,1523043432,2018ilch_qm38,qm,38,red,4,15,37,True,=HYPERLINK("https://youtu.be/yyZp1swyzsI")
2018ilch,1523043877,2018ilch_qm39, qm,39,blue,3,15, 39,True,=HYPERLINK("https://youtu.be/NEFXl6VgAgw")
2018ilch,1523043877,2018ilch_qm39,qm,39,red,5,15,35,True,=HYPERLINK("https://youtu.be/NEFXl6VgAgw")
2018ilch,1523024871,2018ilch_qm4, qm,4,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/3uQ4m7BWQdo")
2018ilch,1523024871,2018ilch_qm4,qm,4,red,15,15,0,False,=HYPERLINK("https://youtu.be/3uQ4m7BWQdo")
2018ilch,1523044288,2018ilch_qm40, qm,40,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/rD_2InFa1pg")
2018ilch,1523044288,2018ilch_qm40,qm,40,red,4,15,37,True,=HYPERLINK("https://youtu.be/rD_2InFa1pg")
2018ilch,1523044711,2018ilch_qm41, qm,41,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/fGGXuMOUv2s")
2018ilch,1523044711,2018ilch_qm41,qm,41,red,7,15,31,True,=HYPERLINK("https://youtu.be/fGGXuMOUv2s")
2018ilch,1523045148,2018ilch_qm42, qm,42,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/ss1I8_ecIgQ")
2018ilch,1523045148,2018ilch_qm42,qm,42,red,15,9,27,False,=HYPERLINK("https://youtu.be/ss1I8_ecIgQ")
2018ilch,1523045572,2018ilch_qm43, qm,43,blue,8,15, 24,True,=HYPERLINK("https://youtu.be/zyyaT_jMfvM")
2018ilch,1523045572,2018ilch_qm43,qm,43,red,15,15,15,False,=HYPERLINK("https://youtu.be/zyyaT_jMfvM")
2018ilch,1523046158,2018ilch_qm44, qm,44,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/GJAQki_aTd4")
2018ilch,1523046158,2018ilch_qm44,qm,44,red,15,9,27,False,=HYPERLINK("https://youtu.be/GJAQki_aTd4")
2018ilch,1523046510,2018ilch_qm45, qm,45,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/0k-OqM4p8aE")
2018ilch,1523046510,2018ilch_qm45,qm,45,red,4,7,53,True,=HYPERLINK("https://youtu.be/0k-OqM4p8aE")
2018ilch,1523047012,2018ilch_qm46, qm,46,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/YySK20p_scE")
2018ilch,1523047012,2018ilch_qm46,qm,46,red,5,15,35,True,=HYPERLINK("https://youtu.be/YySK20p_scE")
2018ilch,1523047476,2018ilch_qm47, qm,47,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/iFfT7WSE7qY")
2018ilch,1523047476,2018ilch_qm47,qm,47,red,15,15,10,False,=HYPERLINK("https://youtu.be/iFfT7WSE7qY")
2018ilch,1523047909,2018ilch_qm48, qm,48,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/J0hGIQKVQok")
2018ilch,1523047909,2018ilch_qm48,qm,48,red,6,15,28,True,=HYPERLINK("https://youtu.be/J0hGIQKVQok")
2018ilch,1523048279,2018ilch_qm49, qm,49,blue,14,15, 17,True,=HYPERLINK("https://youtu.be/9-YSKxLIL-I")
2018ilch,1523048279,2018ilch_qm49,qm,49,red,15,11,23,False,=HYPERLINK("https://youtu.be/9-YSKxLIL-I")
2018ilch,1523025417,2018ilch_qm5, qm,5,blue,7,14, 28,True,=HYPERLINK("https://youtu.be/MoUZ773OjYk")
2018ilch,1523025417,2018ilch_qm5,qm,5,red,15,15,5,False,=HYPERLINK("https://youtu.be/MoUZ773OjYk")
2018ilch,1523048695,2018ilch_qm50, qm,50,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/SWWq0Ov2anU")
2018ilch,1523048695,2018ilch_qm50,qm,50,red,5,15,35,True,=HYPERLINK("https://youtu.be/SWWq0Ov2anU")
2018ilch,1523049084,2018ilch_qm51, qm,51,blue,15,8, 24,False,=HYPERLINK("https://youtu.be/IMdzMS6z9I4")
2018ilch,1523049084,2018ilch_qm51,qm,51,red,7,15,31,True,=HYPERLINK("https://youtu.be/IMdzMS6z9I4")
2018ilch,1523049490,2018ilch_qm52, qm,52,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/8XYT6RSG5Mo")
2018ilch,1523049490,2018ilch_qm52,qm,52,red,9,14,29,True,=HYPERLINK("https://youtu.be/8XYT6RSG5Mo")
2018ilch,1523049908,2018ilch_qm53, qm,53,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/WKrmzczJ4Eg")
2018ilch,1523049908,2018ilch_qm53,qm,53,red,6,7,49,True,=HYPERLINK("https://youtu.be/WKrmzczJ4Eg")
2018ilch,1523050328,2018ilch_qm54, qm,54,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/31X95x3padk")
2018ilch,1523050328,2018ilch_qm54,qm,54,red,7,15,26,True,=HYPERLINK("https://youtu.be/31X95x3padk")
2018ilch,1523051213,2018ilch_qm55, qm,55,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/X2RT342Spj4")
2018ilch,1523051213,2018ilch_qm55,qm,55,red,4,15,37,True,=HYPERLINK("https://youtu.be/X2RT342Spj4")
2018ilch,1523051659,2018ilch_qm56, qm,56,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/Tdqgnmt4BKE")
2018ilch,1523051659,2018ilch_qm56,qm,56,red,9,9,39,True,=HYPERLINK("https://youtu.be/Tdqgnmt4BKE")
2018ilch,1523052060,2018ilch_qm57, qm,57,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/QQNYJgBwIdY")
2018ilch,1523052060,2018ilch_qm57,qm,57,red,10,15,25,True,=HYPERLINK("https://youtu.be/QQNYJgBwIdY")
2018ilch,1523052489,2018ilch_qm58, qm,58,blue,15,7, 31,False,=HYPERLINK("https://youtu.be/YkqAGxuqSsc")
2018ilch,1523052489,2018ilch_qm58,qm,58,red,15,15,15,False,=HYPERLINK("https://youtu.be/YkqAGxuqSsc")
2018ilch,1523052913,2018ilch_qm59, qm,59,blue,9,8, 41,True,=HYPERLINK("https://youtu.be/8047wqSP3RA")
2018ilch,1523052913,2018ilch_qm59,qm,59,red,15,15,15,False,=HYPERLINK("https://youtu.be/8047wqSP3RA")
